Date,vertical,language,tickets
2026-02-26,Hospitality,English,1828
2026-02-26,Hospitality,French,211
2026-02-26,Hospitality,German,244
2026-02-26,Hospitality,Italian,189
2026-02-26,Hospitality,Portuguese,46
2026-02-26,Hospitality,Spanish,322
2026-02-26,Partners,English,2110
2026-02-26,Partners,French,243
2026-02-26,Partners,German,282
2026-02-26,Partners,Italian,219
2026-02-26,Partners,Portuguese,53
2026-02-26,Partners,Spanish,372
2026-02-26,Payments,English,328
2026-02-26,Payments,French,38
2026-02-26,Payments,German,44
2026-02-26,Payments,Italian,34
2026-02-26,Payments,Portuguese,8
2026-02-26,Payments,Spanish,58
2026-02-27,Hospitality,English,1575
2026-02-27,Hospitality,French,181
2026-02-27,Hospitality,German,211
2026-02-27,Hospitality,Italian,163
2026-02-27,Hospitality,Portuguese,40
2026-02-27,Hospitality,Spanish,278
2026-02-27,Partners,English,1995
2026-02-27,Partners,French,230
2026-02-27,Partners,German,267
2026-02-27,Partners,Italian,207
2026-02-27,Partners,Portuguese,50
2026-02-27,Partners,Spanish,352
2026-02-27,Payments,English,302
2026-02-27,Payments,French,35
2026-02-27,Payments,German,40
2026-02-27,Payments,Italian,31
2026-02-27,Payments,Portuguese,8
2026-02-27,Payments,Spanish,53
2026-02-28,Hospitality,English,387
2026-02-28,Hospitality,French,45
2026-02-28,Hospitality,German,52
2026-02-28,Hospitality,Italian,40
2026-02-28,Hospitality,Portuguese,10
2026-02-28,Hospitality,Spanish,68
2026-02-28,Partners,English,485
2026-02-28,Partners,French,56
2026-02-28,Partners,German,65
2026-02-28,Partners,Italian,50
2026-02-28,Partners,Portuguese,12
2026-02-28,Partners,Spanish,86
2026-02-28,Payments,English,117
2026-02-28,Payments,French,13
2026-02-28,Payments,German,16
2026-02-28,Payments,Italian,12
2026-02-28,Payments,Portuguese,3
2026-02-28,Payments,Spanish,21
2026-03-01,Hospitality,English,393
2026-03-01,Hospitality,French,45
2026-03-01,Hospitality,German,52
2026-03-01,Hospitality,Italian,41
2026-03-01,Hospitality,Portuguese,10
2026-03-01,Hospitality,Spanish,69
2026-03-01,Partners,English,102
2026-03-01,Partners,French,12
2026-03-01,Partners,German,14
2026-03-01,Partners,Italian,11
2026-03-01,Partners,Portuguese,2
2026-03-01,Partners,Spanish,18
2026-03-01,Payments,English,59
2026-03-01,Payments,French,7
2026-03-01,Payments,German,8
2026-03-01,Payments,Italian,6
2026-03-01,Payments,Portuguese,1
2026-03-01,Payments,Spanish,10
2026-03-02,Hospitality,English,1722
2026-03-02,Hospitality,French,198
2026-03-02,Hospitality,German,230
2026-03-02,Hospitality,Italian,179
2026-03-02,Hospitality,Portuguese,43
2026-03-02,Hospitality,Spanish,304
2026-03-02,Partners,English,2431
2026-03-02,Partners,French,280
2026-03-02,Partners,German,325
2026-03-02,Partners,Italian,252
2026-03-02,Partners,Portuguese,61
2026-03-02,Partners,Spanish,429
2026-03-02,Payments,English,315
2026-03-02,Payments,French,36
2026-03-02,Payments,German,42
2026-03-02,Payments,Italian,33
2026-03-02,Payments,Portuguese,8
2026-03-02,Payments,Spanish,55
2026-03-03,Hospitality,English,1760
2026-03-03,Hospitality,French,203
2026-03-03,Hospitality,German,235
2026-03-03,Hospitality,Italian,183
2026-03-03,Hospitality,Portuguese,44
2026-03-03,Hospitality,Spanish,310
2026-03-03,Partners,English,2314
2026-03-03,Partners,French,267
2026-03-03,Partners,German,309
2026-03-03,Partners,Italian,240
2026-03-03,Partners,Portuguese,58
2026-03-03,Partners,Spanish,408
2026-03-03,Payments,English,334
2026-03-03,Payments,French,38
2026-03-03,Payments,German,45
2026-03-03,Payments,Italian,35
2026-03-03,Payments,Portuguese,8
2026-03-03,Payments,Spanish,59
2026-03-04,Hospitality,English,1792
2026-03-04,Hospitality,French,206
2026-03-04,Hospitality,German,239
2026-03-04,Hospitality,Italian,186
2026-03-04,Hospitality,Portuguese,45
2026-03-04,Hospitality,Spanish,316
2026-03-04,Partners,English,2270
2026-03-04,Partners,French,262
2026-03-04,Partners,German,303
2026-03-04,Partners,Italian,235
2026-03-04,Partners,Portuguese,57
2026-03-04,Partners,Spanish,400
2026-03-04,Payments,English,350
2026-03-04,Payments,French,40
2026-03-04,Payments,German,47
2026-03-04,Payments,Italian,36
2026-03-04,Payments,Portuguese,9
2026-03-04,Payments,Spanish,62
2026-03-05,Hospitality,English,1728
2026-03-05,Hospitality,French,199
2026-03-05,Hospitality,German,231
2026-03-05,Hospitality,Italian,179
2026-03-05,Hospitality,Portuguese,44
2026-03-05,Hospitality,Spanish,305
2026-03-05,Partners,English,2286
2026-03-05,Partners,French,263
2026-03-05,Partners,German,305
2026-03-05,Partners,Italian,237
2026-03-05,Partners,Portuguese,58
2026-03-05,Partners,Spanish,403
2026-03-05,Payments,English,337
2026-03-05,Payments,French,39
2026-03-05,Payments,German,45
2026-03-05,Payments,Italian,35
2026-03-05,Payments,Portuguese,9
2026-03-05,Payments,Spanish,59
2026-03-06,Hospitality,English,1500
2026-03-06,Hospitality,French,173
2026-03-06,Hospitality,German,200
2026-03-06,Hospitality,Italian,155
2026-03-06,Hospitality,Portuguese,38
2026-03-06,Hospitality,Spanish,265
2026-03-06,Partners,English,2207
2026-03-06,Partners,French,254
2026-03-06,Partners,German,295
2026-03-06,Partners,Italian,229
2026-03-06,Partners,Portuguese,55
2026-03-06,Partners,Spanish,389
2026-03-06,Payments,English,306
2026-03-06,Payments,French,35
2026-03-06,Payments,German,41
2026-03-06,Payments,Italian,32
2026-03-06,Payments,Portuguese,8
2026-03-06,Payments,Spanish,54
2026-03-07,Hospitality,English,401
2026-03-07,Hospitality,French,46
2026-03-07,Hospitality,German,54
2026-03-07,Hospitality,Italian,41
2026-03-07,Hospitality,Portuguese,10
2026-03-07,Hospitality,Spanish,71
2026-03-07,Partners,English,457
2026-03-07,Partners,French,53
2026-03-07,Partners,German,61
2026-03-07,Partners,Italian,47
2026-03-07,Partners,Portuguese,11
2026-03-07,Partners,Spanish,81
2026-03-07,Payments,English,100
2026-03-07,Payments,French,11
2026-03-07,Payments,German,13
2026-03-07,Payments,Italian,10
2026-03-07,Payments,Portuguese,3
2026-03-07,Payments,Spanish,18
2026-03-08,Hospitality,English,353
2026-03-08,Hospitality,French,41
2026-03-08,Hospitality,German,47
2026-03-08,Hospitality,Italian,36
2026-03-08,Hospitality,Portuguese,9
2026-03-08,Hospitality,Spanish,62
2026-03-08,Partners,English,147
2026-03-08,Partners,French,17
2026-03-08,Partners,German,19
2026-03-08,Partners,Italian,15
2026-03-08,Partners,Portuguese,4
2026-03-08,Partners,Spanish,26
2026-03-08,Payments,English,66
2026-03-08,Payments,French,7
2026-03-08,Payments,German,9
2026-03-08,Payments,Italian,7
2026-03-08,Payments,Portuguese,2
2026-03-08,Payments,Spanish,12
2026-03-09,Hospitality,English,1683
2026-03-09,Hospitality,French,194
2026-03-09,Hospitality,German,225
2026-03-09,Hospitality,Italian,174
2026-03-09,Hospitality,Portuguese,42
2026-03-09,Hospitality,Spanish,297
2026-03-09,Partners,English,2807
2026-03-09,Partners,French,323
2026-03-09,Partners,German,375
2026-03-09,Partners,Italian,291
2026-03-09,Partners,Portuguese,71
2026-03-09,Partners,Spanish,495
2026-03-09,Payments,English,307
2026-03-09,Payments,French,35
2026-03-09,Payments,German,41
2026-03-09,Payments,Italian,32
2026-03-09,Payments,Portuguese,8
2026-03-09,Payments,Spanish,54
2026-03-10,Hospitality,English,1737
2026-03-10,Hospitality,French,200
2026-03-10,Hospitality,German,232
2026-03-10,Hospitality,Italian,180
2026-03-10,Hospitality,Portuguese,44
2026-03-10,Hospitality,Spanish,307
2026-03-10,Partners,English,2692
2026-03-10,Partners,French,310
2026-03-10,Partners,German,360
2026-03-10,Partners,Italian,279
2026-03-10,Partners,Portuguese,68
2026-03-10,Partners,Spanish,475
2026-03-10,Payments,English,322
2026-03-10,Payments,French,37
2026-03-10,Payments,German,43
2026-03-10,Payments,Italian,33
2026-03-10,Payments,Portuguese,8
2026-03-10,Payments,Spanish,57
2026-03-11,Hospitality,English,1786
2026-03-11,Hospitality,French,206
2026-03-11,Hospitality,German,239
2026-03-11,Hospitality,Italian,185
2026-03-11,Hospitality,Portuguese,45
2026-03-11,Hospitality,Spanish,315
2026-03-11,Partners,English,2651
2026-03-11,Partners,French,305
2026-03-11,Partners,German,354
2026-03-11,Partners,Italian,275
2026-03-11,Partners,Portuguese,67
2026-03-11,Partners,Spanish,467
2026-03-11,Payments,English,332
2026-03-11,Payments,French,38
2026-03-11,Payments,German,44
2026-03-11,Payments,Italian,35
2026-03-11,Payments,Portuguese,8
2026-03-11,Payments,Spanish,59
2026-03-12,Hospitality,English,1741
2026-03-12,Hospitality,French,201
2026-03-12,Hospitality,German,233
2026-03-12,Hospitality,Italian,180
2026-03-12,Hospitality,Portuguese,44
2026-03-12,Hospitality,Spanish,307
2026-03-12,Partners,English,2668
2026-03-12,Partners,French,307
2026-03-12,Partners,German,357
2026-03-12,Partners,Italian,277
2026-03-12,Partners,Portuguese,67
2026-03-12,Partners,Spanish,471
2026-03-12,Payments,English,316
2026-03-12,Payments,French,36
2026-03-12,Payments,German,42
2026-03-12,Payments,Italian,33
2026-03-12,Payments,Portuguese,8
2026-03-12,Payments,Spanish,56
2026-03-13,Hospitality,English,1526
2026-03-13,Hospitality,French,176
2026-03-13,Hospitality,German,204
2026-03-13,Hospitality,Italian,158
2026-03-13,Hospitality,Portuguese,39
2026-03-13,Hospitality,Spanish,269
2026-03-13,Partners,English,2564
2026-03-13,Partners,French,295
2026-03-13,Partners,German,343
2026-03-13,Partners,Italian,266
2026-03-13,Partners,Portuguese,65
2026-03-13,Partners,Spanish,452
2026-03-13,Payments,English,284
2026-03-13,Payments,French,33
2026-03-13,Payments,German,38
2026-03-13,Payments,Italian,29
2026-03-13,Payments,Portuguese,7
2026-03-13,Payments,Spanish,50
2026-03-14,Hospitality,English,412
2026-03-14,Hospitality,French,47
2026-03-14,Hospitality,German,55
2026-03-14,Hospitality,Italian,43
2026-03-14,Hospitality,Portuguese,10
2026-03-14,Hospitality,Spanish,73
2026-03-14,Partners,English,527
2026-03-14,Partners,French,61
2026-03-14,Partners,German,70
2026-03-14,Partners,Italian,55
2026-03-14,Partners,Portuguese,13
2026-03-14,Partners,Spanish,93
2026-03-14,Payments,English,91
2026-03-14,Payments,French,11
2026-03-14,Payments,German,12
2026-03-14,Payments,Italian,10
2026-03-14,Payments,Portuguese,2
2026-03-14,Payments,Spanish,16
2026-03-15,Hospitality,English,366
2026-03-15,Hospitality,French,42
2026-03-15,Hospitality,German,49
2026-03-15,Hospitality,Italian,38
2026-03-15,Hospitality,Portuguese,9
2026-03-15,Hospitality,Spanish,64
2026-03-15,Partners,English,167
2026-03-15,Partners,French,19
2026-03-15,Partners,German,23
2026-03-15,Partners,Italian,17
2026-03-15,Partners,Portuguese,4
2026-03-15,Partners,Spanish,30
2026-03-15,Payments,English,60
2026-03-15,Payments,French,7
2026-03-15,Payments,German,8
2026-03-15,Payments,Italian,6
2026-03-15,Payments,Portuguese,1
2026-03-15,Payments,Spanish,11
2026-03-16,Hospitality,English,1758
2026-03-16,Hospitality,French,203
2026-03-16,Hospitality,German,235
2026-03-16,Hospitality,Italian,182
2026-03-16,Hospitality,Portuguese,44
2026-03-16,Hospitality,Spanish,310
2026-03-16,Partners,English,3149
2026-03-16,Partners,French,363
2026-03-16,Partners,German,421
2026-03-16,Partners,Italian,326
2026-03-16,Partners,Portuguese,79
2026-03-16,Partners,Spanish,556
2026-03-16,Payments,English,277
2026-03-16,Payments,French,32
2026-03-16,Payments,German,37
2026-03-16,Payments,Italian,29
2026-03-16,Payments,Portuguese,7
2026-03-16,Payments,Spanish,49
2026-03-17,Hospitality,English,1827
2026-03-17,Hospitality,French,211
2026-03-17,Hospitality,German,244
2026-03-17,Hospitality,Italian,189
2026-03-17,Hospitality,Portuguese,46
2026-03-17,Hospitality,Spanish,322
2026-03-17,Partners,English,2966
2026-03-17,Partners,French,342
2026-03-17,Partners,German,396
2026-03-17,Partners,Italian,307
2026-03-17,Partners,Portuguese,75
2026-03-17,Partners,Spanish,523
2026-03-17,Payments,English,289
2026-03-17,Payments,French,33
2026-03-17,Payments,German,39
2026-03-17,Payments,Italian,30
2026-03-17,Payments,Portuguese,7
2026-03-17,Payments,Spanish,51
2026-03-18,Hospitality,English,1888
2026-03-18,Hospitality,French,217
2026-03-18,Hospitality,German,252
2026-03-18,Hospitality,Italian,196
2026-03-18,Hospitality,Portuguese,48
2026-03-18,Hospitality,Spanish,333
2026-03-18,Partners,English,2859
2026-03-18,Partners,French,329
2026-03-18,Partners,German,382
2026-03-18,Partners,Italian,297
2026-03-18,Partners,Portuguese,72
2026-03-18,Partners,Spanish,504
2026-03-18,Payments,English,298
2026-03-18,Payments,French,34
2026-03-18,Payments,German,40
2026-03-18,Payments,Italian,31
2026-03-18,Payments,Portuguese,7
2026-03-18,Payments,Spanish,53
2026-03-19,Hospitality,English,1848
2026-03-19,Hospitality,French,213
2026-03-19,Hospitality,German,247
2026-03-19,Hospitality,Italian,192
2026-03-19,Hospitality,Portuguese,46
2026-03-19,Hospitality,Spanish,326
2026-03-19,Partners,English,2813
2026-03-19,Partners,French,324
2026-03-19,Partners,German,376
2026-03-19,Partners,Italian,291
2026-03-19,Partners,Portuguese,71
2026-03-19,Partners,Spanish,496
2026-03-19,Payments,English,284
2026-03-19,Payments,French,33
2026-03-19,Payments,German,38
2026-03-19,Payments,Italian,29
2026-03-19,Payments,Portuguese,7
2026-03-19,Payments,Spanish,50
2026-03-20,Hospitality,English,1624
2026-03-20,Hospitality,French,187
2026-03-20,Hospitality,German,217
2026-03-20,Hospitality,Italian,168
2026-03-20,Hospitality,Portuguese,41
2026-03-20,Hospitality,Spanish,286
2026-03-20,Partners,English,2638
2026-03-20,Partners,French,304
2026-03-20,Partners,German,353
2026-03-20,Partners,Italian,273
2026-03-20,Partners,Portuguese,66
2026-03-20,Partners,Spanish,465
2026-03-20,Payments,English,256
2026-03-20,Payments,French,30
2026-03-20,Payments,German,34
2026-03-20,Payments,Italian,27
2026-03-20,Payments,Portuguese,6
2026-03-20,Payments,Spanish,45
2026-03-21,Hospitality,English,438
2026-03-21,Hospitality,French,51
2026-03-21,Hospitality,German,59
2026-03-21,Hospitality,Italian,45
2026-03-21,Hospitality,Portuguese,11
2026-03-21,Hospitality,Spanish,77
2026-03-21,Partners,English,528
2026-03-21,Partners,French,61
2026-03-21,Partners,German,71
2026-03-21,Partners,Italian,55
2026-03-21,Partners,Portuguese,13
2026-03-21,Partners,Spanish,93
2026-03-21,Payments,English,82
2026-03-21,Payments,French,9
2026-03-21,Payments,German,11
2026-03-21,Payments,Italian,9
2026-03-21,Payments,Portuguese,2
2026-03-21,Payments,Spanish,15
2026-03-22,Hospitality,English,389
2026-03-22,Hospitality,French,45
2026-03-22,Hospitality,German,52
2026-03-22,Hospitality,Italian,40
2026-03-22,Hospitality,Portuguese,10
2026-03-22,Hospitality,Spanish,68
2026-03-22,Partners,English,163
2026-03-22,Partners,French,19
2026-03-22,Partners,German,22
2026-03-22,Partners,Italian,17
2026-03-22,Partners,Portuguese,4
2026-03-22,Partners,Spanish,29
2026-03-22,Payments,English,55
2026-03-22,Payments,French,6
2026-03-22,Payments,German,7
2026-03-22,Payments,Italian,6
2026-03-22,Payments,Portuguese,1
2026-03-22,Payments,Spanish,10
2026-03-23,Hospitality,English,1865
2026-03-23,Hospitality,French,215
2026-03-23,Hospitality,German,249
2026-03-23,Hospitality,Italian,193
2026-03-23,Hospitality,Portuguese,47
2026-03-23,Hospitality,Spanish,329
2026-03-23,Partners,English,2998
2026-03-23,Partners,French,345
2026-03-23,Partners,German,401
2026-03-23,Partners,Italian,311
2026-03-23,Partners,Portuguese,75
2026-03-23,Partners,Spanish,529
2026-03-23,Payments,English,257
2026-03-23,Payments,French,30
2026-03-23,Payments,German,34
2026-03-23,Payments,Italian,27
2026-03-23,Payments,Portuguese,6
2026-03-23,Payments,Spanish,45
2026-03-24,Hospitality,English,1930
2026-03-24,Hospitality,French,222
2026-03-24,Hospitality,German,258
2026-03-24,Hospitality,Italian,200
2026-03-24,Hospitality,Portuguese,49
2026-03-24,Hospitality,Spanish,341
2026-03-24,Partners,English,2754
2026-03-24,Partners,French,317
2026-03-24,Partners,German,368
2026-03-24,Partners,Italian,285
2026-03-24,Partners,Portuguese,69
2026-03-24,Partners,Spanish,486
2026-03-24,Payments,English,271
2026-03-24,Payments,French,31
2026-03-24,Payments,German,36
2026-03-24,Payments,Italian,28
2026-03-24,Payments,Portuguese,7
2026-03-24,Payments,Spanish,48
2026-03-25,Hospitality,English,1984
2026-03-25,Hospitality,French,228
2026-03-25,Hospitality,German,265
2026-03-25,Hospitality,Italian,206
2026-03-25,Hospitality,Portuguese,50
2026-03-25,Hospitality,Spanish,350
2026-03-25,Partners,English,2593
2026-03-25,Partners,French,299
2026-03-25,Partners,German,346
2026-03-25,Partners,Italian,269
2026-03-25,Partners,Portuguese,65
2026-03-25,Partners,Spanish,457
2026-03-25,Payments,English,284
2026-03-25,Payments,French,33
2026-03-25,Payments,German,38
2026-03-25,Payments,Italian,29
2026-03-25,Payments,Portuguese,7
2026-03-25,Payments,Spanish,50
2026-03-26,Hospitality,English,1928
2026-03-26,Hospitality,French,222
2026-03-26,Hospitality,German,258
2026-03-26,Hospitality,Italian,200
2026-03-26,Hospitality,Portuguese,48
2026-03-26,Hospitality,Spanish,340
2026-03-26,Partners,English,2495
2026-03-26,Partners,French,287
2026-03-26,Partners,German,334
2026-03-26,Partners,Italian,259
2026-03-26,Partners,Portuguese,63
2026-03-26,Partners,Spanish,440
2026-03-26,Payments,English,274
2026-03-26,Payments,French,32
2026-03-26,Payments,German,37
2026-03-26,Payments,Italian,28
2026-03-26,Payments,Portuguese,7
2026-03-26,Payments,Spanish,48
2026-03-27,Hospitality,English,1680
2026-03-27,Hospitality,French,194
2026-03-27,Hospitality,German,225
2026-03-27,Hospitality,Italian,174
2026-03-27,Hospitality,Portuguese,42
2026-03-27,Hospitality,Spanish,296
2026-03-27,Partners,English,2295
2026-03-27,Partners,French,264
2026-03-27,Partners,German,307
2026-03-27,Partners,Italian,238
2026-03-27,Partners,Portuguese,58
2026-03-27,Partners,Spanish,405
2026-03-27,Payments,English,252
2026-03-27,Payments,French,29
2026-03-27,Payments,German,34
2026-03-27,Payments,Italian,26
2026-03-27,Payments,Portuguese,6
2026-03-27,Payments,Spanish,44
2026-03-28,Hospitality,English,449
2026-03-28,Hospitality,French,52
2026-03-28,Hospitality,German,60
2026-03-28,Hospitality,Italian,47
2026-03-28,Hospitality,Portuguese,11
2026-03-28,Hospitality,Spanish,79
2026-03-28,Partners,English,452
2026-03-28,Partners,French,52
2026-03-28,Partners,German,60
2026-03-28,Partners,Italian,47
2026-03-28,Partners,Portuguese,11
2026-03-28,Partners,Spanish,80
2026-03-28,Payments,English,83
2026-03-28,Payments,French,9
2026-03-28,Payments,German,11
2026-03-28,Payments,Italian,9
2026-03-28,Payments,Portuguese,2
2026-03-28,Payments,Spanish,15
2026-03-29,Hospitality,English,394
2026-03-29,Hospitality,French,45
2026-03-29,Hospitality,German,53
2026-03-29,Hospitality,Italian,41
2026-03-29,Hospitality,Portuguese,10
2026-03-29,Hospitality,Spanish,70
2026-03-29,Partners,English,138
2026-03-29,Partners,French,16
2026-03-29,Partners,German,19
2026-03-29,Partners,Italian,14
2026-03-29,Partners,Portuguese,4
2026-03-29,Partners,Spanish,24
2026-03-29,Payments,English,56
2026-03-29,Payments,French,6
2026-03-29,Payments,German,8
2026-03-29,Payments,Italian,6
2026-03-29,Payments,Portuguese,1
2026-03-29,Payments,Spanish,10
2026-03-30,Hospitality,English,1871
2026-03-30,Hospitality,French,215
2026-03-30,Hospitality,German,250
2026-03-30,Hospitality,Italian,194
2026-03-30,Hospitality,Portuguese,47
2026-03-30,Hospitality,Spanish,330
2026-03-30,Partners,English,2507
2026-03-30,Partners,French,289
2026-03-30,Partners,German,335
2026-03-30,Partners,Italian,260
2026-03-30,Partners,Portuguese,63
2026-03-30,Partners,Spanish,442
2026-03-30,Payments,English,266
2026-03-30,Payments,French,31
2026-03-30,Payments,German,35
2026-03-30,Payments,Italian,28
2026-03-30,Payments,Portuguese,7
2026-03-30,Payments,Spanish,47
2026-03-31,Hospitality,English,1774
2026-03-31,Hospitality,French,204
2026-03-31,Hospitality,German,237
2026-03-31,Hospitality,Italian,184
2026-03-31,Hospitality,Portuguese,45
2026-03-31,Hospitality,Spanish,313
2026-03-31,Partners,English,2734
2026-03-31,Partners,French,315
2026-03-31,Partners,German,366
2026-03-31,Partners,Italian,283
2026-03-31,Partners,Portuguese,69
2026-03-31,Partners,Spanish,482
2026-03-31,Payments,English,338
2026-03-31,Payments,French,39
2026-03-31,Payments,German,45
2026-03-31,Payments,Italian,35
2026-03-31,Payments,Portuguese,9
2026-03-31,Payments,Spanish,60
2026-04-01,Hospitality,English,2092
2026-04-01,Hospitality,French,241
2026-04-01,Hospitality,German,280
2026-04-01,Hospitality,Italian,217
2026-04-01,Hospitality,Portuguese,53
2026-04-01,Hospitality,Spanish,369
2026-04-01,Partners,English,1709
2026-04-01,Partners,French,197
2026-04-01,Partners,German,228
2026-04-01,Partners,Italian,177
2026-04-01,Partners,Portuguese,43
2026-04-01,Partners,Spanish,302
2026-04-01,Payments,English,268
2026-04-01,Payments,French,31
2026-04-01,Payments,German,36
2026-04-01,Payments,Italian,28
2026-04-01,Payments,Portuguese,7
2026-04-01,Payments,Spanish,47
2026-04-02,Hospitality,English,1866
2026-04-02,Hospitality,French,215
2026-04-02,Hospitality,German,249
2026-04-02,Hospitality,Italian,194
2026-04-02,Hospitality,Portuguese,47
2026-04-02,Hospitality,Spanish,329
2026-04-02,Partners,English,2070
2026-04-02,Partners,French,238
2026-04-02,Partners,German,277
2026-04-02,Partners,Italian,215
2026-04-02,Partners,Portuguese,52
2026-04-02,Partners,Spanish,365
2026-04-02,Payments,English,299
2026-04-02,Payments,French,34
2026-04-02,Payments,German,40
2026-04-02,Payments,Italian,31
2026-04-02,Payments,Portuguese,8
2026-04-02,Payments,Spanish,53
2026-04-03,Hospitality,English,845
2026-04-03,Hospitality,French,97
2026-04-03,Hospitality,German,113
2026-04-03,Hospitality,Italian,88
2026-04-03,Hospitality,Portuguese,21
2026-04-03,Hospitality,Spanish,149
2026-04-03,Partners,English,2262
2026-04-03,Partners,French,261
2026-04-03,Partners,German,302
2026-04-03,Partners,Italian,234
2026-04-03,Partners,Portuguese,57
2026-04-03,Partners,Spanish,399
2026-04-03,Payments,English,136
2026-04-03,Payments,French,16
2026-04-03,Payments,German,18
2026-04-03,Payments,Italian,14
2026-04-03,Payments,Portuguese,3
2026-04-03,Payments,Spanish,24
2026-04-04,Hospitality,English,425
2026-04-04,Hospitality,French,49
2026-04-04,Hospitality,German,57
2026-04-04,Hospitality,Italian,44
2026-04-04,Hospitality,Portuguese,10
2026-04-04,Hospitality,Spanish,75
2026-04-04,Partners,English,380
2026-04-04,Partners,French,44
2026-04-04,Partners,German,51
2026-04-04,Partners,Italian,39
2026-04-04,Partners,Portuguese,9
2026-04-04,Partners,Spanish,67
2026-04-04,Payments,English,93
2026-04-04,Payments,French,11
2026-04-04,Payments,German,12
2026-04-04,Payments,Italian,10
2026-04-04,Payments,Portuguese,2
2026-04-04,Payments,Spanish,16
2026-04-05,Hospitality,English,416
2026-04-05,Hospitality,French,48
2026-04-05,Hospitality,German,56
2026-04-05,Hospitality,Italian,43
2026-04-05,Hospitality,Portuguese,10
2026-04-05,Hospitality,Spanish,73
2026-04-05,Partners,English,91
2026-04-05,Partners,French,11
2026-04-05,Partners,German,12
2026-04-05,Partners,Italian,10
2026-04-05,Partners,Portuguese,2
2026-04-05,Partners,Spanish,16
2026-04-05,Payments,English,55
2026-04-05,Payments,French,6
2026-04-05,Payments,German,7
2026-04-05,Payments,Italian,6
2026-04-05,Payments,Portuguese,1
2026-04-05,Payments,Spanish,10
2026-04-06,Hospitality,English,1733
2026-04-06,Hospitality,French,199
2026-04-06,Hospitality,German,231
2026-04-06,Hospitality,Italian,180
2026-04-06,Hospitality,Portuguese,44
2026-04-06,Hospitality,Spanish,306
2026-04-06,Partners,English,2158
2026-04-06,Partners,French,249
2026-04-06,Partners,German,288
2026-04-06,Partners,Italian,224
2026-04-06,Partners,Portuguese,54
2026-04-06,Partners,Spanish,381
2026-04-06,Payments,English,303
2026-04-06,Payments,French,35
2026-04-06,Payments,German,41
2026-04-06,Payments,Italian,31
2026-04-06,Payments,Portuguese,8
2026-04-06,Payments,Spanish,53
2026-04-07,Hospitality,English,1757
2026-04-07,Hospitality,French,202
2026-04-07,Hospitality,German,235
2026-04-07,Hospitality,Italian,182
2026-04-07,Hospitality,Portuguese,44
2026-04-07,Hospitality,Spanish,310
2026-04-07,Partners,English,2002
2026-04-07,Partners,French,231
2026-04-07,Partners,German,268
2026-04-07,Partners,Italian,207
2026-04-07,Partners,Portuguese,50
2026-04-07,Partners,Spanish,353
2026-04-07,Payments,English,327
2026-04-07,Payments,French,38
2026-04-07,Payments,German,44
2026-04-07,Payments,Italian,34
2026-04-07,Payments,Portuguese,8
2026-04-07,Payments,Spanish,58
2026-04-08,Hospitality,English,1771
2026-04-08,Hospitality,French,204
2026-04-08,Hospitality,German,237
2026-04-08,Hospitality,Italian,183
2026-04-08,Hospitality,Portuguese,45
2026-04-08,Hospitality,Spanish,312
2026-04-08,Partners,English,1914
2026-04-08,Partners,French,221
2026-04-08,Partners,German,256
2026-04-08,Partners,Italian,198
2026-04-08,Partners,Portuguese,48
2026-04-08,Partners,Spanish,338
2026-04-08,Payments,English,349
2026-04-08,Payments,French,40
2026-04-08,Payments,German,47
2026-04-08,Payments,Italian,36
2026-04-08,Payments,Portuguese,9
2026-04-08,Payments,Spanish,62
2026-04-09,Hospitality,English,1689
2026-04-09,Hospitality,French,194
2026-04-09,Hospitality,German,226
2026-04-09,Hospitality,Italian,175
2026-04-09,Hospitality,Portuguese,43
2026-04-09,Hospitality,Spanish,298
2026-04-09,Partners,English,1882
2026-04-09,Partners,French,217
2026-04-09,Partners,German,251
2026-04-09,Partners,Italian,195
2026-04-09,Partners,Portuguese,47
2026-04-09,Partners,Spanish,332
2026-04-09,Payments,English,343
2026-04-09,Payments,French,39
2026-04-09,Payments,German,46
2026-04-09,Payments,Italian,36
2026-04-09,Payments,Portuguese,9
2026-04-09,Payments,Spanish,60
2026-04-10,Hospitality,English,1447
2026-04-10,Hospitality,French,167
2026-04-10,Hospitality,German,193
2026-04-10,Hospitality,Italian,150
2026-04-10,Hospitality,Portuguese,37
2026-04-10,Hospitality,Spanish,255
2026-04-10,Partners,English,1775
2026-04-10,Partners,French,204
2026-04-10,Partners,German,237
2026-04-10,Partners,Italian,184
2026-04-10,Partners,Portuguese,45
2026-04-10,Partners,Spanish,313
2026-04-10,Payments,English,318
2026-04-10,Payments,French,37
2026-04-10,Payments,German,43
2026-04-10,Payments,Italian,33
2026-04-10,Payments,Portuguese,8
2026-04-10,Payments,Spanish,56
2026-04-11,Hospitality,English,382
2026-04-11,Hospitality,French,44
2026-04-11,Hospitality,German,51
2026-04-11,Hospitality,Italian,39
2026-04-11,Hospitality,Portuguese,10
2026-04-11,Hospitality,Spanish,67
2026-04-11,Partners,English,360
2026-04-11,Partners,French,41
2026-04-11,Partners,German,48
2026-04-11,Partners,Italian,37
2026-04-11,Partners,Portuguese,9
2026-04-11,Partners,Spanish,64
2026-04-11,Payments,English,105
2026-04-11,Payments,French,12
2026-04-11,Payments,German,14
2026-04-11,Payments,Italian,11
2026-04-11,Payments,Portuguese,3
2026-04-11,Payments,Spanish,19
2026-04-12,Hospitality,English,331
